,Transaction ID,Transaction Date,Menu,Category,Menu ID,Qty,Price,Total Spent,Payment Method,Order Type
5624,SUN-6013910,2023-01-31,missing,Drinks,DRK-03,4,32000,128000,nan,Take Away
5625,SUN-2294473,2023-12-29,missing,Drinks,DRK-01,2,22000,44000,Digital Wallet,Take Away
5626,SUN-5155579,2023-01-26,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Digital Wallet,error
5627,SUN-1947407,2023-06-05,Club Sandwich,Food,FOD-05,2,45000,error,Cash,nan
5628,SUN-7076925,2023-05-11,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Debit Card,Dine In
5629,SUN-9369167,2023-08-28,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,Online Order
5630,SUN-4710603,2023-10-01,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Online Order
5631,SUN-2079848,2023-02-02,Fudgy Brownies,unknown,DST-02,2,25000,50000,Debit Card,Dine In
5632,SUN-4454813,2023-04-13,Club Sandwich,Food,FOD-05,4,45000,180000,error,Online Order
5633,SUN-3830741,2023-07-11,Espreso Single,Drinks,DRK-01,3,22000,66000,Cash,Dine In
5634,SUN-8545765,2023-09-13,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,Take Away
5635,SUN-4110291,2023-10-03,Buttermilk Fried Chicken,Food,FOD-01,missing,48000,192000,nan,error
5636,SUN-8248672,2023-06-07,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Cash,Dine In
5637,SUN-8011440,2023-06-21,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,nan,Take Away
5638,SUN-4805635,2023-02-09,Espreso Single,Drinks,DRK-01,1,nan,22000,Debit Card,Online Order
5639,SUN-5155624,2023-09-23,Cinnamon Roll,unknown,DST-05,1,28000,28000,Cash,Dine In
5640,SUN-4617022,2023-02-12,New York Cheesecake,Dessert,missing,2,42000,84000,missing,Take Away
5641,SUN-4427887,2023-08-31,missing,Drinks,DRK-05,1,35000,35000,Digital Wallet,nan
5642,SUN-2196345,2023-04-30,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Debit Card,missing
5643,SUN-6964504,2023-02-10,error,Dessert,DST-03,4,42000,missing,Cash,unknown
5644,SUN-4762376,2023-11-05,missing,Drinks,DRK-02,4,28000,112000,Digital Wallet,Take Away
5645,SUN-5076334,2023-06-24,Choco Lava Cake,Dessert,DST-04,4,35000,140000,Debit Card,Dine In
5646,SUN-5007784,2023-01-09,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,Digital Wallet,Dine In
5647,SUN-9223586,2023-01-12,Cinnamon Roll,Dessert,DST-05,2,28000,missing,Debit Card,Take Away
5648,SUN-9477366,2023-07-13,Grill Chicken Caesar Salad,Food,FOD-04,2,42000,unknown,Digital Wallet,Take Away
5649,SUN-5672417,2023-02-03,Cinnamon Roll,Dessert,DST-05,1,missing,error,Debit Card,Online Order
5650,SUN-7168530,2023-09-08,Iced Americano,Drinks,DRK-02,4,28000,error,Digital Wallet,Online Order
5651,SUN-8915486,2023-09-03,Caramel Machiato,Drinks,DRK-04,4,38000,152000,missing,Take Away
5652,SUN-8048196,2023-09-01,Iced Americano,unknown,DRK-02,4,missing,112000,Debit Card,Dine In
5653,SUN-8796392,2023-03-22,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Online Order
5654,SUN-3961908,2023-11-25,Classic Tirmaisu,Dessert,DST-01,unknown,38000,114000,Cash,unknown
5655,SUN-5552052,2023-01-19,Fudgy Brownies,unknown,error,3,25000,75000,Debit Card,Online Order
5656,SUN-8065120,2023-11-15,error,Dessert,DST-05,1,28000,unknown,Debit Card,Dine In
5657,SUN-3742445,2023-06-20,Classic Tirmaisu,Dessert,DST-01,3,38000,114000,Digital Wallet,Dine In
5658,SUN-4419517,2023-06-05,Iced Americano,nan,DRK-02,2,28000,56000,Debit Card,Online Order
5659,SUN-9673114,2023-09-12,Choco Lava Cake,Dessert,DST-04,2,35000,70000,Debit Card,Dine In
5660,SUN-6780458,2023-05-18,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,error,Take Away
5661,SUN-3074557,2023-04-13,Choco Lava Cake,Dessert,DST-04,3,nan,105000,nan,nan
5662,SUN-9227601,2023-05-19,Espreso Single,nan,DRK-01,1,22000,unknown,Cash,Dine In
5663,SUN-3972557,2023-03-11,Iced Americano,Drinks,DRK-02,4,28000,112000,Digital Wallet,Dine In
5664,SUN-3534734,2023-06-26,unknown,unknown,FOD-01,error,48000,144000,Cash,Take Away
5665,SUN-9273808,2023-03-26,Grill Chicken Caesar Salad,Food,FOD-04,4,42000,168000,Debit Card,nan
5666,SUN-1789083,2023-09-24,New York Cheesecake,unknown,DST-03,1,42000,42000,error,Take Away
5667,SUN-5942817,2023-01-09,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Cash,Dine In
5668,SUN-8315875,2023-04-14,Iced Americano,Drinks,DRK-02,3,28000,84000,Digital Wallet,Online Order
5669,SUN-8142190,2023-01-16,Espreso Single,unknown,DRK-01,1,nan,22000,Cash,Take Away
5670,SUN-3495189,2023-01-07,Club Sandwich,Food,FOD-05,1,45000,missing,Debit Card,unknown
5671,SUN-7298795,2023-06-18,Grill Chicken Caesar Salad,error,FOD-04,1,42000,42000,Debit Card,nan
5672,SUN-6422341,2023-02-04,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,unknown,unknown
5673,SUN-9072949,2023-03-20,Espreso Single,Drinks,DRK-01,error,22000,22000,Digital Wallet,Online Order
5674,SUN-7193752,2023-08-22,Cafe Latte,error,DRK-03,1,32000,32000,Cash,Dine In
5675,SUN-4055469,2023-06-06,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Cash,Take Away
5676,SUN-1003269,2023-08-28,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Digital Wallet,Online Order
5677,SUN-2314787,2023-11-30,Choco Lava Cake,missing,DST-04,2,35000,70000,unknown,Dine In
5678,SUN-9945656,2023-01-07,Caramel Machiato,Drinks,DRK-04,4,38000,152000,Debit Card,error
5679,SUN-4953526,2023-10-21,unknown,Drinks,DRK-02,3,28000,84000,Debit Card,missing
5680,SUN-4970395,2023-02-07,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Debit Card,Online Order
5681,SUN-5067423,2023-10-29,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Online Order
5682,SUN-9503327,2023-11-15,Creamy Maycha Latte,Drinks,DRK-05,4,35000,140000,Debit Card,Online Order
5683,SUN-2013905,2023-12-06,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Debit Card,Take Away
5684,SUN-1986203,2023-02-07,Caramel Machiato,error,DRK-04,3,38000,114000,Debit Card,Online Order
5685,SUN-3762836,2023-09-01,Caramel Machiato,missing,DRK-04,2,missing,nan,Debit Card,Dine In
5686,SUN-9254494,2023-02-09,Cinnamon Roll,Dessert,DST-05,1,28000,missing,Digital Wallet,missing
5687,SUN-4630701,2023-06-09,Creamy Maycha Latte,Drinks,DRK-05,unknown,35000,140000,missing,Online Order
5688,SUN-2282362,2023-03-29,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Dine In
5689,SUN-9051364,2023-01-27,Cafe Latte,Drinks,missing,2,32000,64000,Digital Wallet,Online Order
5690,SUN-4051770,2023-09-30,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Dine In
5691,SUN-2155534,2023-09-21,Cinnamon Roll,Dessert,DST-05,1,nan,28000,Debit Card,Take Away
5692,SUN-2552908,2023-04-19,Espreso Single,Drinks,DRK-01,nan,22000,44000,Cash,Dine In
5693,SUN-2770272,2023-02-10,Fudgy Brownies,Dessert,DST-02,3,25000,unknown,Digital Wallet,error
5694,SUN-9051587,2023-09-05,Choco Lava Cake,missing,DST-04,3,35000,105000,Cash,Dine In
5695,SUN-6826960,2023-04-21,Grill Chicken Caesar Salad,unknown,error,3,missing,126000,Cash,Dine In
5696,SUN-7057614,2023-01-21,Classic Tirmaisu,Dessert,DST-01,4,38000,152000,Debit Card,Online Order
5697,SUN-6678958,2023-04-13,Iced Americano,Drinks,DRK-02,2,unknown,56000,Debit Card,Dine In
5698,SUN-2422936,2023-05-23,Beef Carbonara Pasta,Food,FOD-02,4,52000,208000,Debit Card,Online Order
5699,SUN-7321381,2023-12-09,nan,Food,FOD-02,3,52000,156000,Digital Wallet,Online Order
5700,SUN-1161125,2023-03-06,Buttermilk Fried Chicken,Food,FOD-01,3,48000,144000,Digital Wallet,Online Order
5701,SUN-3288146,2023-11-13,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Online Order
5702,SUN-7361062,2023-10-22,error,Food,FOD-05,unknown,45000,90000,nan,Take Away
5703,SUN-1040195,2023-04-03,Cinnamon Roll,Dessert,DST-05,4,28000,112000,Digital Wallet,Dine In
5704,SUN-5301792,2023-05-31,nan,Drinks,DRK-04,unknown,38000,76000,unknown,Online Order
5705,SUN-9490741,2023-05-17,Cafe Latte,Drinks,DRK-03,2,32000,64000,nan,Online Order
5706,SUN-1689090,2023-08-28,missing,Drinks,DRK-02,4,nan,112000,Cash,Take Away
5707,SUN-4053014,2023-06-24,missing,Drinks,DRK-02,4,28000,112000,Debit Card,Take Away
5708,SUN-2189980,2023-05-13,Nasi Goreng Kampung,Food,FOD-03,unknown,38000,missing,missing,Dine In
5709,SUN-9188391,2023-01-18,Grill Chicken Caesar Salad,error,FOD-04,4,42000,168000,Digital Wallet,Dine In
5710,SUN-8073424,2023-10-27,Cafe Latte,Drinks,error,2,32000,64000,error,Dine In
5711,SUN-3679215,2023-01-08,Choco Lava Cake,Dessert,nan,3,35000,105000,Cash,Take Away
5712,SUN-8680676,2023-01-25,Cafe Latte,nan,DRK-03,2,32000,missing,Cash,Take Away
5713,SUN-3379299,2023-07-27,Choco Lava Cake,Dessert,DST-04,2,missing,70000,Cash,Dine In
5714,SUN-6937744,2023-08-25,missing,Drinks,DRK-03,1,32000,32000,Cash,Take Away
5715,SUN-4614131,2023-07-02,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,nan,Take Away
5716,SUN-5085750,2023-07-09,Caramel Machiato,Drinks,DRK-04,3,38000,114000,Digital Wallet,Dine In
5717,SUN-8977047,2023-08-18,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,nan,Dine In
5718,SUN-7368376,2023-08-04,Fudgy Brownies,Dessert,missing,nan,25000,50000,unknown,Take Away
5719,SUN-3144749,2023-11-17,error,Food,FOD-04,3,42000,126000,Debit Card,Take Away
5720,SUN-9730297,2023-04-30,Cinnamon Roll,Dessert,nan,4,28000,112000,Digital Wallet,Online Order
5721,SUN-2381622,2023-02-20,Creamy Maycha Latte,Drinks,DRK-05,1,error,35000,Cash,Take Away
5722,SUN-6711714,2023-02-08,Classic Tirmaisu,error,DST-01,4,38000,152000,Cash,Dine In
5723,SUN-6764065,2023-11-24,missing,Drinks,DRK-01,4,22000,88000,nan,unknown
5724,SUN-8932502,2023-08-07,Iced Americano,Drinks,DRK-02,3,28000,84000,unknown,Online Order
5725,SUN-3372516,2023-03-18,Choco Lava Cake,Dessert,DST-04,3,35000,105000,Cash,Dine In
5726,SUN-3099624,2023-10-27,Creamy Maycha Latte,nan,DRK-05,4,35000,140000,unknown,Take Away
5727,SUN-7037053,2023-12-03,Choco Lava Cake,Dessert,error,3,35000,105000,unknown,Take Away
5728,SUN-2498495,2023-11-24,Cinnamon Roll,Dessert,DST-05,nan,28000,84000,error,Take Away
5729,SUN-3239510,2023-02-27,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Dine In
5730,SUN-8090274,2023-03-30,Caramel Machiato,Drinks,DRK-04,1,missing,38000,unknown,Dine In
5731,SUN-5334122,2023-05-26,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Debit Card,Online Order
5732,SUN-1838714,2023-03-03,unknown,Drinks,DRK-02,1,28000,28000,unknown,Take Away
5733,SUN-3146510,2023-09-26,Choco Lava Cake,Dessert,DST-04,4,35000,nan,Digital Wallet,Take Away
5734,SUN-2752675,2023-10-13,Espreso Single,Drinks,DRK-01,4,22000,88000,Debit Card,Online Order
5735,SUN-4575216,2023-03-15,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Debit Card,Dine In
5736,SUN-6862240,2023-11-10,error,Drinks,DRK-05,1,35000,35000,Debit Card,Take Away
5737,SUN-7601874,2023-02-12,Classic Tirmaisu,Dessert,DST-01,1,unknown,38000,Digital Wallet,Online Order
5738,SUN-5586062,2023-10-23,New York Cheesecake,Dessert,DST-03,4,42000,missing,unknown,unknown
5739,SUN-8557580,2023-04-09,Creamy Maycha Latte,Drinks,DRK-05,4,35000,unknown,Digital Wallet,Dine In
5740,SUN-1022613,2023-08-07,error,unknown,FOD-01,2,48000,96000,Digital Wallet,Online Order
5741,SUN-8907357,2023-05-03,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Debit Card,Dine In
5742,SUN-2575448,2023-09-02,Espreso Single,Drinks,nan,2,22000,44000,Debit Card,Dine In
5743,SUN-7159439,2023-11-20,Iced Americano,Drinks,DRK-02,4,28000,112000,Debit Card,Dine In
5744,SUN-6104302,2023-06-07,Classic Tirmaisu,Dessert,DST-01,2,38000,76000,Digital Wallet,Online Order
5745,SUN-7311415,2023-04-02,Creamy Maycha Latte,unknown,DRK-05,3,35000,105000,Debit Card,Dine In
5746,SUN-2043319,2023-01-27,nan,Food,FOD-04,2,42000,84000,Digital Wallet,Dine In
5747,SUN-8457012,2023-09-06,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Debit Card,error
5748,SUN-9904710,2023-09-17,Choco Lava Cake,error,DST-04,4,35000,missing,Digital Wallet,Take Away
5749,SUN-5636766,2023-11-01,New York Cheesecake,Dessert,nan,3,42000,126000,Digital Wallet,missing
5750,SUN-1192490,2023-04-15,unknown,Food,FOD-05,nan,45000,unknown,Debit Card,Online Order
5751,SUN-1416726,2023-01-05,Cafe Latte,Drinks,DRK-03,1,error,32000,Debit Card,error
5752,SUN-6103089,2023-11-03,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Digital Wallet,Online Order
5753,SUN-7135017,2023-04-10,Cafe Latte,Drinks,DRK-03,2,32000,64000,Digital Wallet,Online Order
5754,SUN-8746914,2023-09-21,error,Food,FOD-04,missing,42000,168000,Digital Wallet,Take Away
5755,SUN-1637245,2023-11-26,Classic Tirmaisu,Dessert,DST-01,1,38000,38000,Digital Wallet,error
5756,SUN-7233710,2023-04-21,nan,Dessert,DST-02,nan,25000,50000,Digital Wallet,Take Away
5757,SUN-8886603,2023-08-01,Cinnamon Roll,Dessert,DST-05,3,28000,84000,Debit Card,Online Order
5758,SUN-9119590,2023-04-27,Iced Americano,Drinks,DRK-02,1,28000,28000,Debit Card,Take Away
5759,SUN-4538483,2023-03-03,Cafe Latte,Drinks,error,4,32000,128000,Debit Card,Dine In
5760,SUN-5027387,2023-03-20,Creamy Maycha Latte,Drinks,DRK-05,2,35000,70000,Debit Card,Take Away
5761,SUN-5551788,2023-06-30,Beef Carbonara Pasta,Food,FOD-02,2,52000,104000,Digital Wallet,Online Order
5762,SUN-3779543,2023-02-15,New York Cheesecake,Dessert,DST-03,2,42000,unknown,Cash,missing
5763,SUN-6696878,2023-05-27,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,unknown
5764,SUN-6478583,2023-05-18,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Cash,Take Away
5765,SUN-1532471,2023-11-01,error,Drinks,DRK-05,2,35000,70000,Cash,Dine In
5766,SUN-1536081,2023-07-27,unknown,Food,error,1,45000,45000,nan,Online Order
5767,SUN-9663948,2023-10-17,Iced Americano,Drinks,DRK-02,3,28000,84000,Debit Card,Online Order
5768,SUN-5741172,2023-09-10,Choco Lava Cake,Dessert,DST-04,3,error,105000,Digital Wallet,Dine In
5769,SUN-4579450,2023-04-29,New York Cheesecake,Dessert,DST-03,3,missing,126000,missing,error
5770,SUN-2465887,2023-03-31,Choco Lava Cake,Dessert,DST-04,3,unknown,105000,Debit Card,Dine In
5771,SUN-1751198,2023-12-25,Espreso Single,Drinks,DRK-01,1,22000,22000,Debit Card,Dine In
5772,SUN-5865773,2023-11-08,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,Debit Card,Take Away
5773,SUN-1015772,2023-01-18,Nasi Goreng Kampung,Food,FOD-03,1,38000,38000,unknown,Dine In
5774,SUN-8743722,2023-10-06,Buttermilk Fried Chicken,Food,FOD-01,unknown,48000,144000,Digital Wallet,Dine In
5775,SUN-6701767,2023-11-29,nan,unknown,DST-02,2,25000,50000,Digital Wallet,Dine In
5776,SUN-2659338,2023-12-17,Caramel Machiato,error,DRK-04,1,38000,38000,missing,Take Away
5777,SUN-2016211,2023-02-05,unknown,Food,FOD-01,2,48000,nan,Digital Wallet,error
5778,SUN-1605879,2023-05-26,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Take Away
5779,SUN-3757181,2023-07-22,Buttermilk Fried Chicken,Food,FOD-01,4,48000,192000,error,Take Away
5780,SUN-1641642,2023-08-24,Iced Americano,Drinks,DRK-02,1,28000,28000,Digital Wallet,Online Order
5781,SUN-6735323,2023-06-02,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Cash,Dine In
5782,SUN-4510984,2023-04-07,Cafe Latte,Drinks,DRK-03,missing,32000,32000,Digital Wallet,Dine In
5783,SUN-2437680,2023-10-28,Fudgy Brownies,Dessert,DST-02,2,error,50000,Cash,Dine In
5784,SUN-3508273,2023-11-06,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Debit Card,Dine In
5785,SUN-6865173,2023-06-25,Iced Americano,error,DRK-02,4,28000,112000,Debit Card,Dine In
5786,SUN-5951346,2023-03-17,Fudgy Brownies,Dessert,DST-02,2,25000,missing,Digital Wallet,Take Away
5787,SUN-6823995,2023-04-13,Buttermilk Fried Chicken,Food,FOD-01,3,48000,error,Cash,Dine In
5788,SUN-3209102,2023-03-30,Nasi Goreng Kampung,Food,FOD-03,3,38000,114000,Debit Card,Take Away
5789,SUN-7832290,2023-09-18,Cafe Latte,Drinks,DRK-03,3,32000,96000,Digital Wallet,Online Order
5790,SUN-3650806,2023-07-11,Caramel Machiato,Drinks,DRK-04,1,unknown,38000,Debit Card,Take Away
5791,SUN-4092439,2023-05-20,error,unknown,DRK-05,3,35000,105000,Cash,Take Away
5792,SUN-4878003,2023-01-17,Beef Carbonara Pasta,error,FOD-02,3,52000,missing,Digital Wallet,Dine In
5793,SUN-6795596,2023-06-05,Creamy Maycha Latte,Drinks,DRK-05,3,nan,105000,unknown,Dine In
5794,SUN-8169001,2023-10-27,Cafe Latte,Drinks,DRK-03,2,nan,64000,nan,Dine In
5795,SUN-4370687,2023-10-25,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Debit Card,error
5796,SUN-5163001,2023-09-17,nan,nan,DST-03,2,error,84000,Cash,Dine In
5797,SUN-2109050,2023-05-11,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Debit Card,error
5798,SUN-5281068,2023-12-14,Cafe Latte,Drinks,DRK-03,error,32000,96000,Digital Wallet,Dine In
5799,SUN-5290929,2023-07-13,nan,Dessert,DST-04,2,35000,70000,nan,Online Order
5800,SUN-2026622,2023-07-23,Caramel Machiato,Drinks,DRK-04,1,38000,38000,Debit Card,Online Order
5801,SUN-1860686,2023-10-23,Caramel Machiato,Drinks,DRK-04,1,38000,38000,missing,error
5802,SUN-7813761,2023-03-04,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Digital Wallet,Online Order
5803,SUN-7641483,2023-10-29,Grill Chicken Caesar Salad,Food,FOD-04,3,42000,126000,Cash,Dine In
5804,SUN-4520638,2023-12-28,Buttermilk Fried Chicken,Food,FOD-01,nan,48000,96000,error,Dine In
5805,SUN-7074691,2023-09-07,error,Dessert,DST-01,4,38000,152000,Cash,Take Away
5806,SUN-9472990,2023-09-03,Espreso Single,Drinks,DRK-01,1,22000,22000,Digital Wallet,Online Order
5807,SUN-9986517,2023-09-17,unknown,Food,FOD-03,4,38000,152000,Cash,Take Away
5808,SUN-1068319,2023-05-27,Espreso Single,Drinks,DRK-01,4,22000,unknown,Debit Card,Online Order
5809,SUN-6655869,2023-02-04,Fudgy Brownies,Dessert,DST-02,3,unknown,75000,Debit Card,Online Order
5810,SUN-3062243,2023-07-29,Fudgy Brownies,Dessert,DST-02,1,25000,25000,Cash,Dine In
5811,SUN-9796030,2023-07-19,Buttermilk Fried Chicken,Food,FOD-01,4,unknown,192000,Debit Card,missing
5812,SUN-9231344,2023-02-28,Club Sandwich,Food,FOD-05,4,error,180000,unknown,Take Away
5813,SUN-9418539,2023-08-07,Nasi Goreng Kampung,Food,FOD-03,1,38000,error,Debit Card,Online Order
5814,SUN-1709759,2023-10-09,missing,Drinks,DRK-03,3,error,96000,nan,Online Order
5815,SUN-2244115,2023-02-21,Iced Americano,Drinks,DRK-02,2,28000,56000,Digital Wallet,Take Away
5816,SUN-1524558,2023-08-17,Beef Carbonara Pasta,Food,FOD-02,3,52000,156000,Debit Card,Online Order
5817,SUN-7180177,2023-11-21,Nasi Goreng Kampung,Food,error,1,38000,38000,missing,Dine In
5818,SUN-4048750,2023-01-26,error,Drinks,unknown,3,35000,105000,Digital Wallet,Take Away
5819,SUN-9537718,2023-09-04,error,missing,FOD-03,1,missing,38000,error,missing
5820,SUN-5086544,2023-01-27,Grill Chicken Caesar Salad,Food,FOD-04,unknown,42000,42000,Digital Wallet,Online Order
5821,SUN-5815650,2023-02-07,missing,Dessert,DST-05,1,28000,28000,unknown,nan
5822,SUN-9942075,2023-11-08,Buttermilk Fried Chicken,Food,FOD-01,1,48000,48000,Cash,Take Away
5823,SUN-1821650,2023-02-14,Beef Carbonara Pasta,Food,FOD-02,1,52000,52000,Digital Wallet,Take Away
5824,SUN-3329131,2023-06-07,Grill Chicken Caesar Salad,unknown,FOD-04,1,42000,42000,Debit Card,Online Order
5825,SUN-1242849,2023-02-07,Fudgy Brownies,Dessert,DST-02,2,missing,50000,Debit Card,Online Order
5826,SUN-2883416,2023-02-08,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Online Order
5827,SUN-5734234,2023-02-22,nan,Drinks,DRK-03,1,32000,32000,Digital Wallet,Dine In
5828,SUN-3276803,2023-07-09,Buttermilk Fried Chicken,Food,FOD-01,2,48000,96000,Cash,Take Away
5829,SUN-9483137,2023-08-04,Cafe Latte,Drinks,DRK-03,2,32000,64000,Debit Card,Dine In
5830,SUN-7281495,2023-02-08,error,Dessert,DST-02,3,25000,75000,Debit Card,Take Away
5831,SUN-9626606,2023-02-05,Espreso Single,Drinks,DRK-01,3,22000,66000,Digital Wallet,Dine In
5832,SUN-3037005,2023-05-05,New York Cheesecake,Dessert,DST-03,2,42000,84000,unknown,Take Away
5833,SUN-3206511,2023-05-30,error,Drinks,DRK-03,4,32000,unknown,Digital Wallet,Online Order
5834,SUN-8649749,2023-03-11,Fudgy Brownies,Dessert,DST-02,error,25000,25000,Digital Wallet,Dine In
5835,SUN-3809814,2023-04-16,Nasi Goreng Kampung,Food,FOD-03,4,38000,152000,Digital Wallet,Online Order
5836,SUN-2841699,2023-09-06,New York Cheesecake,Dessert,DST-03,2,42000,84000,Digital Wallet,nan
5837,SUN-6703711,2023-08-27,error,Drinks,DRK-02,3,28000,84000,Debit Card,Online Order
5838,SUN-5963977,2023-10-30,Caramel Machiato,nan,DRK-04,nan,38000,114000,Digital Wallet,Online Order
5839,SUN-7168996,2023-09-18,Cinnamon Roll,Dessert,DST-05,4,28000,112000,error,Dine In
5840,SUN-9356359,2023-06-16,Cafe Latte,Drinks,DRK-03,2,unknown,nan,Debit Card,Dine In
5841,SUN-4777925,2023-08-22,Buttermilk Fried Chicken,missing,FOD-01,2,48000,96000,Digital Wallet,Dine In
5842,SUN-1042785,2023-12-14,Grill Chicken Caesar Salad,Food,FOD-04,nan,42000,126000,Cash,missing
5843,SUN-1510390,2023-08-06,Nasi Goreng Kampung,Food,FOD-03,3,38000,error,Cash,Dine In
5844,SUN-5184144,2023-08-04,Caramel Machiato,Drinks,DRK-04,3,unknown,114000,Debit Card,Take Away
5845,SUN-2779870,2023-07-23,Club Sandwich,Food,FOD-05,4,nan,180000,Debit Card,Dine In
5846,SUN-6408699,2023-01-14,nan,Dessert,DST-05,1,28000,28000,Digital Wallet,Dine In
5847,SUN-5051188,2023-10-08,Espreso Single,Drinks,DRK-01,1,22000,22000,error,Online Order
5848,SUN-5384331,2023-10-02,Classic Tirmaisu,Dessert,DST-01,error,38000,38000,Digital Wallet,Online Order
5849,SUN-3860793,2023-07-02,unknown,nan,DRK-03,1,32000,32000,Debit Card,Dine In
5850,SUN-5051488,2023-12-17,Club Sandwich,Food,FOD-05,1,45000,45000,Digital Wallet,Online Order
5851,SUN-1864042,2023-03-20,New York Cheesecake,Dessert,DST-03,2,42000,84000,Cash,Take Away
5852,SUN-1874565,2023-08-30,nan,Drinks,DRK-01,2,22000,44000,Debit Card,Online Order
5853,SUN-3943746,2023-02-09,Grill Chicken Caesar Salad,missing,FOD-04,4,42000,168000,Cash,Take Away
5854,SUN-7923311,2023-01-20,Club Sandwich,Food,FOD-05,4,unknown,180000,error,Online Order
5855,SUN-9486202,2023-08-08,Cinnamon Roll,Dessert,DST-05,2,28000,56000,Debit Card,Dine In
5856,SUN-6592661,2023-09-27,nan,Dessert,DST-03,3,42000,126000,error,Dine In
5857,SUN-1340681,2023-10-21,Cafe Latte,Drinks,DRK-03,1,32000,32000,Digital Wallet,Take Away
5858,SUN-3215096,2023-01-24,unknown,Food,nan,3,42000,126000,Digital Wallet,Online Order
5859,SUN-5856737,2023-09-19,Espreso Single,Drinks,DRK-01,1,nan,22000,Digital Wallet,Dine In
5860,SUN-8969659,2023-08-15,Caramel Machiato,nan,DRK-04,4,38000,152000,Digital Wallet,Take Away
5861,SUN-6055496,2023-09-16,Creamy Maycha Latte,Drinks,DRK-05,3,35000,105000,Digital Wallet,Take Away
5862,SUN-4856680,2023-06-20,Fudgy Brownies,Dessert,DST-02,3,25000,75000,Digital Wallet,Dine In
5863,SUN-3666774,2023-10-11,Grill Chicken Caesar Salad,Food,FOD-04,1,42000,42000,Digital Wallet,Online Order
5864,SUN-8158880,2023-11-12,Nasi Goreng Kampung,missing,FOD-03,3,38000,114000,Digital Wallet,Dine In
5865,SUN-2300725,2023-01-30,Choco Lava Cake,Dessert,DST-04,1,35000,35000,Digital Wallet,Online Order
5866,SUN-9548221,2023-01-02,Espreso Single,Drinks,DRK-01,1,22000,nan,Cash,Dine In
5867,SUN-8694364,2023-11-07,nan,Dessert,DST-01,2,38000,76000,Debit Card,Take Away
5868,SUN-9421574,2023-06-15,Creamy Maycha Latte,Drinks,DRK-05,1,35000,35000,Cash,Take Away
5869,SUN-7846428,2023-01-12,Cinnamon Roll,Dessert,DST-05,1,28000,28000,Debit Card,Dine In
5870,SUN-3648538,2023-04-18,Nasi Goreng Kampung,Food,FOD-03,1,38000,error,Cash,Take Away
5871,SUN-8986209,2023-07-24,Fudgy Brownies,nan,DST-02,4,25000,100000,Debit Card,Dine In
5872,SUN-2564372,2023-12-03,Beef Carbonara Pasta,Food,nan,3,52000,156000,nan,Online Order
5873,SUN-7741066,2023-06-01,Creamy Maycha Latte,nan,DRK-05,2,35000,70000,Debit Card,Dine In
5874,SUN-5556933,2023-06-13,Cafe Latte,Drinks,DRK-03,2,unknown,64000,unknown,Dine In
5875,SUN-8153712,2023-02-18,Espreso Single,Drinks,DRK-01,2,22000,44000,Digital Wallet,Dine In
